edge_id,src,dst,edge_class,cost,detection_prob,exploitability,power_gain,is_ground_truth_path_step
E_QUBO_01646,N00122,N00201,auth,2.476,0.807,0.491,4,False
E_QUBO_01647,N00122,N00032,auth,2.898,0.944,0.256,3,False
E_QUBO_01648,N00194,N00201,cloud,2.571,0.771,0.541,1,False
E_QUBO_01649,N00194,N00032,cloud,2.943,0.206,0.819,4,False
E_QUBO_01650,N00167,N00201,auth,0.749,0.771,0.479,4,False
E_QUBO_01651,N00167,N00032,privilege,2.593,0.193,0.324,3,False
E_QUBO_01652,N00198,N00201,cloud,0.529,0.743,0.18,4,False
E_QUBO_01653,N00198,N00032,network,1.929,0.073,0.674,3,False
E_QUBO_01654,N00161,N00201,privilege,0.966,0.637,0.238,5,False
E_QUBO_01655,N00161,N00032,auth,2.316,0.776,0.371,2,False
E_QUBO_01656,N00201,N00104,privilege,0.707,0.179,0.07,3,False
E_QUBO_01657,N00201,N00151,config,0.807,0.178,0.273,1,False
E_QUBO_01658,N00201,N00077,cloud,2.612,0.871,0.227,0,False
E_QUBO_01659,N00032,N00104,network,1.534,0.488,0.582,1,False
E_QUBO_01660,N00032,N00151,cloud,2.724,0.62,0.433,1,False
E_QUBO_01661,N00032,N00077,network,2.759,0.644,0.587,0,False
E_QUBO_01662,N00104,N00176,privilege,2.984,0.486,0.572,10,True
E_QUBO_01663,N00104,N00070,config,2.354,0.884,0.214,0,False
E_QUBO_01664,N00104,N00135,config,1.779,0.187,0.787,0,False
E_QUBO_01665,N00104,N00081,network,1.319,0.248,0.669,1,False
E_QUBO_01666,N00104,N00184,cloud,0.998,0.133,0.652,2,False
E_QUBO_01667,N00151,N00176,cloud,1.59,0.902,0.834,2,False
E_QUBO_01668,N00151,N00070,privilege,2.905,0.143,0.724,6,False
E_QUBO_01669,N00151,N00135,auth,2.884,0.489,0.8,3,False
E_QUBO_01670,N00151,N00081,privilege,2.54,0.611,0.566,8,False
E_QUBO_01671,N00151,N00184,privilege,1.435,0.619,0.105,4,False
E_QUBO_01672,N00077,N00176,config,1.133,0.419,0.563,4,False
E_QUBO_01673,N00077,N00070,network,0.787,0.778,0.415,1,False
E_QUBO_01674,N00077,N00135,network,1.038,0.384,0.173,2,False
E_QUBO_01675,N00077,N00081,privilege,2.221,0.695,0.232,7,False
E_QUBO_01676,N00077,N00184,config,0.666,0.305,0.23,1,False
E_QUBO_01677,N00176,N00174,privilege,2.291,0.902,0.736,3,False
E_QUBO_01678,N00070,N00174,cloud,2.205,0.442,0.741,1,False
E_QUBO_01679,N00135,N00174,cloud,1.747,0.941,0.408,0,False
E_QUBO_01680,N00081,N00174,config,1.317,0.395,0.54,2,False
E_QUBO_01681,N00184,N00174,config,2.97,0.87,0.292,3,False
E_QUBO_01682,N00094,N00122,config,2.795,0.085,0.598,0,False
E_QUBO_01683,N00094,N00194,cloud,2.308,0.297,0.691,3,False
E_QUBO_01684,N00094,N00167,privilege,1.735,0.092,0.304,9,False
E_QUBO_01685,N00094,N00198,network,2.608,0.894,0.137,1,False
E_QUBO_01686,N00094,N00161,network,0.847,0.944,0.782,3,False
E_QUBO_01687,N00122,N00201,network,0.978,0.862,0.364,4,False
E_QUBO_01688,N00122,N00032,network,1.149,0.756,0.144,2,False
E_QUBO_01689,N00194,N00201,privilege,2.22,0.762,0.373,4,False
E_QUBO_01690,N00194,N00032,config,1.652,0.164,0.783,4,False
E_QUBO_01691,N00167,N00201,cloud,2.092,0.651,0.493,1,False
E_QUBO_01692,N00167,N00032,cloud,2.941,0.34,0.671,1,False
E_QUBO_01693,N00198,N00201,privilege,2.278,0.368,0.76,5,False
E_QUBO_01694,N00198,N00032,auth,2.237,0.118,0.47,1,False
E_QUBO_01695,N00161,N00201,auth,1.67,0.397,0.464,2,False
E_QUBO_01696,N00161,N00032,config,2.404,0.513,0.316,2,False
E_QUBO_01697,N00201,N00104,auth,2.62,0.145,0.161,2,False
E_QUBO_01698,N00201,N00151,cloud,2.67,0.512,0.713,1,False
E_QUBO_01699,N00201,N00077,cloud,0.91,0.326,0.789,0,False
E_QUBO_01700,N00032,N00104,network,2.363,0.267,0.81,1,False
E_QUBO_01701,N00032,N00151,cloud,2.155,0.457,0.276,4,False
E_QUBO_01702,N00032,N00077,cloud,1.03,0.407,0.416,2,False
E_QUBO_01703,N00104,N00176,privilege,1.424,0.094,0.375,8,False
E_QUBO_01704,N00104,N00070,auth,1.507,0.585,0.5,3,False
E_QUBO_01705,N00104,N00135,network,2.203,0.632,0.865,1,False
E_QUBO_01706,N00104,N00081,network,1.938,0.265,0.502,2,False
E_QUBO_01707,N00104,N00184,config,2.249,0.414,0.384,1,False
E_QUBO_01708,N00151,N00176,privilege,1.738,0.204,0.223,6,False
E_QUBO_01709,N00151,N00070,privilege,2.335,0.135,0.478,9,False
E_QUBO_01710,N00151,N00135,auth,0.926,0.663,0.192,2,False
E_QUBO_01711,N00151,N00081,auth,2.906,0.649,0.414,0,False
E_QUBO_01712,N00151,N00184,privilege,2.703,0.204,0.696,2,False
E_QUBO_01713,N00077,N00176,cloud,1.958,0.489,0.26,0,False
E_QUBO_01714,N00077,N00070,network,1.918,0.941,0.76,4,False
E_QUBO_01715,N00077,N00135,auth,2.438,0.14,0.733,2,False
E_QUBO_01716,N00077,N00081,privilege,2.974,0.282,0.464,7,False
E_QUBO_01717,N00077,N00184,privilege,1.253,0.35,0.49,9,False
E_QUBO_01718,N00176,N00181,config,2.321,0.069,0.882,1,False
E_QUBO_01719,N00070,N00181,auth,1.393,0.078,0.541,3,False
E_QUBO_01720,N00135,N00181,network,0.985,0.909,0.593,2,False
E_QUBO_01721,N00081,N00181,config,2.748,0.454,0.865,4,False
E_QUBO_01722,N00184,N00181,privilege,2.72,0.402,0.405,6,False
E_QUBO_01723,N00094,N00122,network,1.949,0.682,0.759,0,False
E_QUBO_01724,N00094,N00194,cloud,1.917,0.763,0.345,0,False
E_QUBO_01725,N00094,N00167,cloud,2.818,0.182,0.629,4,False
E_QUBO_01726,N00094,N00198,config,1.895,0.196,0.464,0,False
E_QUBO_01727,N00094,N00161,network,1.635,0.246,0.752,0,False
E_QUBO_01728,N00122,N00201,privilege,0.513,0.367,0.759,2,False
E_QUBO_01729,N00122,N00032,privilege,2.697,0.757,0.477,10,False
E_QUBO_01730,N00194,N00201,network,2.283,0.178,0.673,3,False
E_QUBO_01731,N00194,N00032,network,1.227,0.079,0.843,1,False
E_QUBO_01732,N00167,N00201,cloud,1.556,0.92,0.133,2,False
E_QUBO_01733,N00167,N00032,config,1.277,0.558,0.627,2,False
E_QUBO_01734,N00198,N00201,auth,2.208,0.23,0.165,4,False
E_QUBO_01735,N00198,N00032,privilege,0.714,0.56,0.584,10,False
E_QUBO_01736,N00161,N00201,cloud,0.74,0.524,0.64,4,False
E_QUBO_01737,N00161,N00032,privilege,1.671,0.435,0.407,8,False
E_QUBO_01738,N00201,N00104,config,0.566,0.74,0.125,1,False
E_QUBO_01739,N00201,N00151,privilege,2.467,0.572,0.367,10,False
E_QUBO_01740,N00201,N00077,privilege,0.634,0.811,0.157,2,False
E_QUBO_01741,N00032,N00104,config,1.651,0.099,0.096,0,False
E_QUBO_01742,N00032,N00151,network,2.555,0.559,0.637,0,False
E_QUBO_01743,N00032,N00077,config,2.186,0.715,0.095,1,False
E_QUBO_01744,N00104,N00176,config,2.351,0.496,0.24,1,False
E_QUBO_01745,N00104,N00070,privilege,2.298,0.893,0.735,5,False
E_QUBO_01746,N00104,N00135,network,0.883,0.842,0.492,1,False
E_QUBO_01747,N00104,N00081,cloud,0.562,0.505,0.382,0,False
E_QUBO_01748,N00104,N00184,cloud,2.957,0.788,0.765,4,False
E_QUBO_01749,N00151,N00176,config,2.203,0.823,0.575,3,False
E_QUBO_01750,N00151,N00070,network,0.962,0.787,0.609,1,False
E_QUBO_01751,N00151,N00135,config,1.001,0.482,0.296,0,False
E_QUBO_01752,N00151,N00081,cloud,1.418,0.298,0.378,0,False
E_QUBO_01753,N00151,N00184,cloud,0.87,0.305,0.152,3,False
E_QUBO_01754,N00077,N00176,privilege,0.585,0.635,0.609,9,False
E_QUBO_01755,N00077,N00070,privilege,2.907,0.471,0.665,6,True
E_QUBO_01756,N00077,N00135,auth,1.394,0.82,0.478,2,False
E_QUBO_01757,N00077,N00081,config,1.477,0.106,0.608,2,False
E_QUBO_01758,N00077,N00184,config,1.348,0.694,0.719,2,False
E_QUBO_01759,N00176,N00211,privilege,2.809,0.111,0.763,9,False
E_QUBO_01760,N00070,N00211,cloud,2.015,0.212,0.652,4,False
E_QUBO_01761,N00135,N00211,config,1.148,0.678,0.551,4,False
E_QUBO_01762,N00081,N00211,config,2.575,0.111,0.075,1,False
E_QUBO_01763,N00184,N00211,network,1.749,0.661,0.325,1,False
E_QUBO_01764,N00094,N00122,auth,0.764,0.843,0.669,3,False
E_QUBO_01765,N00094,N00194,cloud,2.806,0.106,0.263,0,False
E_QUBO_01766,N00094,N00167,network,1.604,0.387,0.587,0,False
E_QUBO_01767,N00094,N00198,privilege,0.769,0.455,0.163,10,False
E_QUBO_01768,N00094,N00161,privilege,1.728,0.661,0.242,4,False
E_QUBO_01769,N00122,N00201,config,2.522,0.223,0.545,0,False
E_QUBO_01770,N00122,N00032,auth,2.733,0.374,0.397,4,False
E_QUBO_01771,N00194,N00201,privilege,0.963,0.707,0.824,10,False
E_QUBO_01772,N00194,N00032,auth,1.926,0.476,0.349,4,False
E_QUBO_01773,N00167,N00201,auth,2.504,0.445,0.582,0,False
E_QUBO_01774,N00167,N00032,auth,2.456,0.318,0.15,1,False
E_QUBO_01775,N00198,N00201,config,1.327,0.252,0.85,2,False
E_QUBO_01776,N00198,N00032,privilege,0.67,0.834,0.873,3,False
E_QUBO_01777,N00161,N00201,auth,2.633,0.889,0.475,3,False
E_QUBO_01778,N00161,N00032,config,2.244,0.15,0.45,2,False
E_QUBO_01779,N00201,N00104,network,1.345,0.285,0.334,0,False
E_QUBO_01780,N00201,N00151,config,2.542,0.347,0.694,0,False
E_QUBO_01781,N00201,N00077,network,2.514,0.557,0.569,0,False
E_QUBO_01782,N00032,N00104,network,2.875,0.588,0.571,0,False
E_QUBO_01783,N00032,N00151,cloud,2.867,0.293,0.085,0,False
E_QUBO_01784,N00032,N00077,auth,2.126,0.438,0.308,1,False
E_QUBO_01785,N00104,N00176,network,0.566,0.754,0.217,4,False
E_QUBO_01786,N00104,N00070,network,1.881,0.097,0.701,1,False
E_QUBO_01787,N00104,N00135,cloud,1.874,0.154,0.15,4,False
E_QUBO_01788,N00104,N00081,privilege,1.379,0.359,0.83,5,False
E_QUBO_01789,N00104,N00184,config,0.525,0.422,0.69,4,False
E_QUBO_01790,N00151,N00176,network,2.683,0.275,0.098,0,False
E_QUBO_01791,N00151,N00070,auth,1.206,0.333,0.562,1,False
E_QUBO_01792,N00151,N00135,auth,2.015,0.481,0.154,0,False
E_QUBO_01793,N00151,N00081,config,1.015,0.685,0.741,1,False
E_QUBO_01794,N00151,N00184,privilege,2.854,0.752,0.299,5,False
E_QUBO_01795,N00077,N00176,privilege,1.297,0.537,0.139,7,False
E_QUBO_01796,N00077,N00070,config,1.716,0.121,0.825,4,False
E_QUBO_01797,N00077,N00135,config,1.027,0.385,0.744,1,False
E_QUBO_01798,N00077,N00081,auth,2.246,0.635,0.436,0,False
E_QUBO_01799,N00077,N00184,network,1.176,0.579,0.305,0,False
E_QUBO_01800,N00176,N00228,config,1.46,0.067,0.375,3,False
E_QUBO_01801,N00070,N00228,auth,1.448,0.644,0.503,2,False
E_QUBO_01802,N00135,N00228,privilege,2.843,0.869,0.691,7,False
E_QUBO_01803,N00081,N00228,privilege,2.526,0.582,0.694,7,False
E_QUBO_01804,N00184,N00228,config,1.585,0.435,0.67,0,False
E_QUBO_01805,N00094,N00122,config,1.47,0.699,0.626,4,False
E_QUBO_01806,N00094,N00194,config,2.298,0.742,0.271,3,False
E_QUBO_01807,N00094,N00167,auth,0.83,0.064,0.73,2,False
E_QUBO_01808,N00094,N00198,auth,2.428,0.316,0.535,0,False
E_QUBO_01809,N00094,N00161,privilege,1.172,0.275,0.605,2,False
E_QUBO_01810,N00122,N00201,config,2.152,0.802,0.77,3,False
E_QUBO_01811,N00122,N00032,cloud,0.522,0.083,0.355,4,False
E_QUBO_01812,N00194,N00201,network,1.949,0.122,0.812,4,False
E_QUBO_01813,N00194,N00032,network,1.601,0.282,0.719,2,False
E_QUBO_01814,N00167,N00201,auth,1.069,0.207,0.791,0,False
E_QUBO_01815,N00167,N00032,network,0.961,0.506,0.424,2,False
E_QUBO_01816,N00198,N00201,auth,0.652,0.693,0.27,2,False
E_QUBO_01817,N00198,N00032,privilege,1.851,0.09,0.249,3,False
E_QUBO_01818,N00161,N00201,cloud,0.783,0.12,0.223,4,False
E_QUBO_01819,N00161,N00032,cloud,0.678,0.434,0.291,0,False
E_QUBO_01820,N00201,N00104,privilege,1.337,0.417,0.604,9,False
E_QUBO_01821,N00201,N00151,privilege,2.055,0.194,0.088,4,False
E_QUBO_01822,N00201,N00077,network,0.766,0.24,0.316,4,False
E_QUBO_01823,N00032,N00104,privilege,2.85,0.391,0.545,4,False
E_QUBO_01824,N00032,N00151,network,2.888,0.913,0.893,4,False
E_QUBO_01825,N00032,N00077,config,2.076,0.711,0.508,0,False
E_QUBO_01826,N00104,N00176,config,2.496,0.596,0.61,4,False
E_QUBO_01827,N00104,N00070,privilege,0.988,0.568,0.824,7,False
E_QUBO_01828,N00104,N00135,privilege,1.077,0.333,0.877,5,False
E_QUBO_01829,N00104,N00081,cloud,1.405,0.367,0.48,2,False
E_QUBO_01830,N00104,N00184,config,1.076,0.758,0.245,1,False
E_QUBO_01831,N00151,N00176,auth,2.441,0.417,0.547,1,False
E_QUBO_01832,N00151,N00070,privilege,1.354,0.156,0.397,10,False
E_QUBO_01833,N00151,N00135,config,1.736,0.843,0.218,1,False
E_QUBO_01834,N00151,N00081,network,0.917,0.427,0.701,3,False
E_QUBO_01835,N00151,N00184,auth,2.674,0.8,0.07,1,False
E_QUBO_01836,N00077,N00176,auth,1.787,0.526,0.38,3,False
E_QUBO_01837,N00077,N00070,cloud,2.242,0.267,0.299,2,False
E_QUBO_01838,N00077,N00135,privilege,1.979,0.605,0.895,2,False
E_QUBO_01839,N00077,N00081,privilege,2.875,0.87,0.586,8,False
E_QUBO_01840,N00077,N00184,cloud,2.25,0.71,0.665,4,False
E_QUBO_01841,N00176,N00241,config,0.709,0.856,0.555,2,False
E_QUBO_01842,N00070,N00241,cloud,1.448,0.445,0.482,4,False
E_QUBO_01843,N00135,N00241,network,1.081,0.494,0.091,4,False
E_QUBO_01844,N00081,N00241,config,1.771,0.885,0.292,3,False
E_QUBO_01845,N00184,N00241,auth,2.884,0.088,0.853,1,False
E_QUBO_01846,N00099,N00122,privilege,1.938,0.604,0.135,6,False
E_QUBO_01847,N00099,N00194,privilege,1.185,0.445,0.803,6,False
E_QUBO_01848,N00099,N00167,privilege,2.972,0.728,0.836,6,False
E_QUBO_01849,N00099,N00198,auth,1.88,0.508,0.194,4,False
E_QUBO_01850,N00099,N00161,config,1.845,0.226,0.465,0,False
E_QUBO_01851,N00122,N00201,privilege,2.855,0.564,0.672,10,False
E_QUBO_01852,N00122,N00032,cloud,1.237,0.149,0.65,0,False
E_QUBO_01853,N00194,N00201,cloud,1.733,0.128,0.166,2,False
E_QUBO_01854,N00194,N00032,network,2.921,0.773,0.683,1,False
E_QUBO_01855,N00167,N00201,privilege,0.892,0.352,0.435,10,False
E_QUBO_01856,N00167,N00032,network,2.267,0.333,0.836,3,False
E_QUBO_01857,N00198,N00201,config,1.294,0.807,0.612,0,False
E_QUBO_01858,N00198,N00032,network,1.115,0.578,0.791,1,False
E_QUBO_01859,N00161,N00201,privilege,1.675,0.486,0.209,9,False
E_QUBO_01860,N00161,N00032,auth,2.087,0.13,0.489,1,True
E_QUBO_01861,N00201,N00104,network,1.727,0.6,0.653,0,False
E_QUBO_01862,N00201,N00151,privilege,2.033,0.618,0.25,7,False
E_QUBO_01863,N00201,N00077,auth,2.695,0.807,0.794,3,False
E_QUBO_01864,N00032,N00104,cloud,1.995,0.539,0.301,1,False
E_QUBO_01865,N00032,N00151,privilege,1.549,0.452,0.26,8,False
E_QUBO_01866,N00032,N00077,cloud,2.891,0.645,0.345,3,False
E_QUBO_01867,N00104,N00176,cloud,2.6,0.828,0.561,1,False
E_QUBO_01868,N00104,N00070,privilege,1.769,0.851,0.715,2,False
E_QUBO_01869,N00104,N00135,privilege,1.154,0.336,0.383,9,False
E_QUBO_01870,N00104,N00081,privilege,2.781,0.291,0.669,7,False
E_QUBO_01871,N00104,N00184,network,1.271,0.419,0.537,1,False
E_QUBO_01872,N00151,N00176,network,2.87,0.602,0.33,4,False
E_QUBO_01873,N00151,N00070,network,2.506,0.131,0.649,2,False
E_QUBO_01874,N00151,N00135,config,0.659,0.094,0.229,4,False
E_QUBO_01875,N00151,N00081,auth,2.595,0.406,0.66,2,False
E_QUBO_01876,N00151,N00184,privilege,1.329,0.244,0.673,2,False
E_QUBO_01877,N00077,N00176,network,2.388,0.524,0.476,3,False
E_QUBO_01878,N00077,N00070,privilege,1.254,0.257,0.707,5,False
E_QUBO_01879,N00077,N00135,network,2.532,0.39,0.391,2,False
E_QUBO_01880,N00077,N00081,network,0.685,0.7,0.698,3,False
E_QUBO_01881,N00077,N00184,config,2.012,0.187,0.675,3,False
E_QUBO_01882,N00176,N00028,config,2.648,0.756,0.411,0,False
E_QUBO_01883,N00070,N00028,cloud,1.007,0.288,0.608,3,False
E_QUBO_01884,N00135,N00028,cloud,0.733,0.92,0.527,3,False
E_QUBO_01885,N00081,N00028,config,1.766,0.394,0.894,3,False
E_QUBO_01886,N00184,N00028,config,2.286,0.457,0.541,0,False
E_QUBO_01887,N00099,N00122,auth,1.618,0.479,0.143,2,False
E_QUBO_01888,N00099,N00194,network,0.738,0.202,0.785,3,False
E_QUBO_01889,N00099,N00167,network,0.853,0.605,0.452,4,False
E_QUBO_01890,N00099,N00198,network,2.419,0.277,0.315,2,False
E_QUBO_01891,N00099,N00161,network,1.304,0.559,0.396,0,False
E_QUBO_01892,N00122,N00201,auth,2.388,0.765,0.514,2,False
E_QUBO_01893,N00122,N00032,auth,1.305,0.688,0.487,0,False
E_QUBO_01894,N00194,N00201,cloud,2.248,0.388,0.693,1,False
E_QUBO_01895,N00194,N00032,network,0.915,0.444,0.876,0,False
E_QUBO_01896,N00167,N00201,cloud,0.927,0.773,0.464,4,False
E_QUBO_01897,N00167,N00032,network,1.242,0.442,0.3,2,False
E_QUBO_01898,N00198,N00201,config,2.724,0.557,0.191,2,False
E_QUBO_01899,N00198,N00032,auth,2.507,0.907,0.366,4,False
E_QUBO_01900,N00161,N00201,cloud,1.027,0.347,0.685,1,False
E_QUBO_01901,N00161,N00032,cloud,0.525,0.425,0.178,0,False
E_QUBO_01902,N00201,N00104,network,1.28,0.219,0.64,4,False
E_QUBO_01903,N00201,N00151,network,0.653,0.472,0.183,2,False
E_QUBO_01904,N00201,N00077,auth,1.362,0.063,0.214,2,False
E_QUBO_01905,N00032,N00104,cloud,1.961,0.325,0.581,3,False
E_QUBO_01906,N00032,N00151,config,1.853,0.643,0.116,1,False
E_QUBO_01907,N00032,N00077,auth,1.2,0.287,0.137,4,False
E_QUBO_01908,N00104,N00176,cloud,1.325,0.745,0.553,2,False
E_QUBO_01909,N00104,N00070,config,2.171,0.476,0.193,1,False
E_QUBO_01910,N00104,N00135,network,2.824,0.603,0.172,3,False
E_QUBO_01911,N00104,N00081,privilege,0.694,0.923,0.166,9,False
E_QUBO_01912,N00104,N00184,cloud,1.318,0.5,0.15,4,False
E_QUBO_01913,N00151,N00176,cloud,2.266,0.369,0.763,2,False
E_QUBO_01914,N00151,N00070,config,2.605,0.91,0.854,2,False
E_QUBO_01915,N00151,N00135,cloud,1.901,0.491,0.721,0,False
E_QUBO_01916,N00151,N00081,cloud,2.13,0.21,0.786,3,False
E_QUBO_01917,N00151,N00184,privilege,2.321,0.242,0.526,5,False
E_QUBO_01918,N00077,N00176,auth,2.833,0.946,0.216,2,False
E_QUBO_01919,N00077,N00070,network,1.965,0.346,0.824,2,False
E_QUBO_01920,N00077,N00135,network,2.017,0.08,0.284,3,False
E_QUBO_01921,N00077,N00081,privilege,1.185,0.102,0.536,2,False
E_QUBO_01922,N00077,N00184,cloud,2.993,0.619,0.467,3,False
E_QUBO_01923,N00176,N00100,config,2.519,0.084,0.075,1,False
E_QUBO_01924,N00070,N00100,auth,2.677,0.168,0.407,0,False
E_QUBO_01925,N00135,N00100,network,1.286,0.822,0.286,1,False
E_QUBO_01926,N00081,N00100,network,1.332,0.655,0.815,1,False
E_QUBO_01927,N00184,N00100,config,2.305,0.38,0.062,3,False
E_QUBO_01928,N00099,N00122,network,0.662,0.793,0.476,2,False
E_QUBO_01929,N00099,N00194,cloud,0.611,0.598,0.635,3,False
E_QUBO_01930,N00099,N00167,network,1.278,0.555,0.15,3,False
E_QUBO_01931,N00099,N00198,network,1.915,0.467,0.149,0,False
E_QUBO_01932,N00099,N00161,network,0.964,0.582,0.871,1,False
E_QUBO_01933,N00122,N00201,auth,2.095,0.464,0.796,1,False
E_QUBO_01934,N00122,N00032,auth,2.369,0.714,0.314,3,False
E_QUBO_01935,N00194,N00201,auth,1.197,0.559,0.402,1,False
E_QUBO_01936,N00194,N00032,auth,0.943,0.315,0.643,2,False
E_QUBO_01937,N00167,N00201,privilege,1.947,0.364,0.596,9,False
E_QUBO_01938,N00167,N00032,auth,0.592,0.801,0.378,4,False
E_QUBO_01939,N00198,N00201,cloud,1.367,0.78,0.727,1,False
E_QUBO_01940,N00198,N00032,config,1.879,0.719,0.279,4,False
E_QUBO_01941,N00161,N00201,privilege,1.046,0.285,0.834,10,False
E_QUBO_01942,N00161,N00032,auth,1.688,0.471,0.325,4,False
E_QUBO_01943,N00201,N00104,config,2.753,0.34,0.139,2,False
E_QUBO_01944,N00201,N00151,network,0.897,0.478,0.336,0,False
E_QUBO_01945,N00201,N00077,privilege,1.266,0.47,0.208,2,False
E_QUBO_01946,N00032,N00104,config,1.641,0.568,0.42,3,False
E_QUBO_01947,N00032,N00151,auth,1.131,0.386,0.337,3,False
E_QUBO_01948,N00032,N00077,auth,2.408,0.861,0.481,3,False
E_QUBO_01949,N00104,N00176,privilege,2.885,0.411,0.074,10,False
E_QUBO_01950,N00104,N00070,privilege,2.716,0.919,0.851,5,False
E_QUBO_01951,N00104,N00135,config,2.38,0.167,0.333,0,False
E_QUBO_01952,N00104,N00081,privilege,2.482,0.177,0.344,8,False
E_QUBO_01953,N00104,N00184,network,2.147,0.23,0.196,2,False
E_QUBO_01954,N00151,N00176,auth,2.644,0.443,0.666,1,False
E_QUBO_01955,N00151,N00070,privilege,0.512,0.193,0.135,10,False
E_QUBO_01956,N00151,N00135,auth,2.782,0.652,0.757,1,False
E_QUBO_01957,N00151,N00081,network,1.469,0.337,0.845,3,False
E_QUBO_01958,N00151,N00184,privilege,2.549,0.707,0.411,8,False
E_QUBO_01959,N00077,N00176,privilege,1.721,0.716,0.548,5,False
E_QUBO_01960,N00077,N00070,auth,2.42,0.382,0.339,0,False
E_QUBO_01961,N00077,N00135,cloud,2.786,0.631,0.167,1,False
E_QUBO_01962,N00077,N00081,privilege,1.589,0.356,0.606,8,False
E_QUBO_01963,N00077,N00184,privilege,1.467,0.789,0.08,8,False
E_QUBO_01964,N00176,N00110,cloud,2.206,0.801,0.445,0,False
E_QUBO_01965,N00070,N00110,network,2.14,0.414,0.736,1,False
E_QUBO_01966,N00135,N00110,config,1.767,0.668,0.06,3,False
E_QUBO_01967,N00081,N00110,network,1.257,0.283,0.589,4,False
E_QUBO_01968,N00184,N00110,cloud,1.755,0.753,0.655,4,False
E_QUBO_01969,N00099,N00122,network,2.464,0.933,0.502,3,False
E_QUBO_01970,N00099,N00194,network,0.876,0.353,0.844,4,False
E_QUBO_01971,N00099,N00167,config,2.532,0.705,0.437,0,False
E_QUBO_01972,N00099,N00198,network,0.804,0.491,0.362,4,False
E_QUBO_01973,N00099,N00161,privilege,1.564,0.657,0.702,2,False
E_QUBO_01974,N00122,N00201,auth,1.233,0.425,0.43,2,False
E_QUBO_01975,N00122,N00032,config,0.779,0.709,0.502,3,False
E_QUBO_01976,N00194,N00201,network,1.837,0.163,0.173,3,False
E_QUBO_01977,N00194,N00032,privilege,1.363,0.462,0.575,10,False
E_QUBO_01978,N00167,N00201,network,0.691,0.386,0.175,0,False
E_QUBO_01979,N00167,N00032,network,1.344,0.623,0.307,3,False
E_QUBO_01980,N00198,N00201,privilege,2.304,0.718,0.117,8,False
E_QUBO_01981,N00198,N00032,auth,1.927,0.945,0.573,4,False
E_QUBO_01982,N00161,N00201,auth,2.236,0.094,0.537,1,False
E_QUBO_01983,N00161,N00032,cloud,1.187,0.67,0.208,4,False
E_QUBO_01984,N00201,N00104,config,1.497,0.213,0.292,0,False
E_QUBO_01985,N00201,N00151,network,2.455,0.641,0.284,3,False
E_QUBO_01986,N00201,N00077,privilege,0.743,0.252,0.653,5,False
E_QUBO_01987,N00032,N00104,privilege,2.32,0.598,0.442,8,False
E_QUBO_01988,N00032,N00151,privilege,1.854,0.478,0.524,7,False
E_QUBO_01989,N00032,N00077,privilege,2.557,0.187,0.776,9,False
E_QUBO_01990,N00104,N00176,auth,2.182,0.28,0.077,4,False
E_QUBO_01991,N00104,N00070,cloud,1.903,0.361,0.226,4,False
E_QUBO_01992,N00104,N00135,privilege,2.377,0.456,0.447,4,False
E_QUBO_01993,N00104,N00081,auth,2.061,0.558,0.403,0,False
E_QUBO_01994,N00104,N00184,privilege,1.891,0.492,0.25,10,False
E_QUBO_01995,N00151,N00176,config,2.872,0.161,0.386,1,False
E_QUBO_01996,N00151,N00070,config,1.223,0.828,0.702,3,False
E_QUBO_01997,N00151,N00135,privilege,2.378,0.426,0.559,7,False
E_QUBO_01998,N00151,N00081,network,2.161,0.668,0.588,2,False
E_QUBO_01999,N00151,N00184,config,1.48,0.823,0.471,3,False
E_QUBO_02000,N00077,N00176,cloud,0.892,0.836,0.39,0,False
E_QUBO_02001,N00077,N00070,privilege,2.407,0.641,0.631,3,False
E_QUBO_02002,N00077,N00135,cloud,2.936,0.419,0.591,4,False
E_QUBO_02003,N00077,N00081,config,2.05,0.949,0.56,3,False
E_QUBO_02004,N00077,N00184,privilege,2.025,0.2,0.582,3,False
E_QUBO_02005,N00176,N00116,network,2.357,0.845,0.606,4,False
E_QUBO_02006,N00070,N00116,auth,2.626,0.195,0.364,1,False
E_QUBO_02007,N00135,N00116,auth,1.307,0.314,0.81,1,False
E_QUBO_02008,N00081,N00116,cloud,1.113,0.593,0.891,1,False
E_QUBO_02009,N00184,N00116,config,2.103,0.773,0.762,1,False
E_QUBO_02010,N00099,N00122,network,0.517,0.079,0.625,4,False
E_QUBO_02011,N00099,N00194,cloud,0.676,0.425,0.271,4,False
E_QUBO_02012,N00099,N00167,config,2.118,0.531,0.07,3,False
E_QUBO_02013,N00099,N00198,network,1.232,0.409,0.749,0,False
E_QUBO_02014,N00099,N00161,config,2.073,0.446,0.719,0,False
E_QUBO_02015,N00122,N00201,privilege,2.395,0.572,0.723,4,False
E_QUBO_02016,N00122,N00032,privilege,0.855,0.269,0.46,6,False
E_QUBO_02017,N00194,N00201,network,1.646,0.688,0.69,2,False
E_QUBO_02018,N00194,N00032,cloud,1.327,0.455,0.269,2,False
E_QUBO_02019,N00167,N00201,auth,0.87,0.31,0.238,2,False
E_QUBO_02020,N00167,N00032,privilege,1.267,0.694,0.532,6,False
