asset,control_type,config,status,misconfig_prob,is_misconfigured,config_source,config_drift_score
N00715,IAMPolicy,legacy,partial,0.011,False,auto,0.85
N00715,WAF,legacy,partial,0.278,True,manual,0.54
N00715,WAF,legacy,disabled,0.04,False,policy_engine,0.26
N00716,Hardening,baseline,disabled,0.164,False,inherited,0.71
N00716,CloudPolicy,legacy,disabled,0.306,True,auto,0.1
N00716,EDR,legacy,disabled,0.214,False,auto,0.97
N00717,Logging,strict,enabled,0.312,True,auto,0.08
N00717,Firewall,moderate,partial,0.121,False,inherited,0.67
N00718,Firewall,baseline,disabled,0.243,False,inherited,0.08
N00719,CloudPolicy,strict,partial,0.159,False,policy_engine,0.21
N00719,Hardening,strict,enabled,0.193,False,manual,0.71
N00720,EDR,legacy,partial,0.162,False,auto,0.74
N00720,WAF,baseline,enabled,0.172,False,inherited,0.51
N00721,Hardening,baseline,partial,0.022,False,policy_engine,0.98
N00721,Logging,legacy,partial,0.23,False,manual,0.37
N00721,Hardening,baseline,disabled,0.229,False,manual,0.78
N00722,WAF,moderate,partial,0.239,False,manual,0.5
N00722,CloudPolicy,baseline,disabled,0.107,False,auto,0.99
N00723,Hardening,moderate,partial,0.154,False,auto,0.47
N00723,WAF,baseline,enabled,0.258,True,inherited,0.28
N00724,Logging,baseline,disabled,0.223,False,auto,0.63
N00724,NetworkIsolation,baseline,disabled,0.101,False,auto,0.27
N00725,Hardening,baseline,disabled,0.033,False,policy_engine,0.33
N00725,Logging,legacy,enabled,0.298,True,policy_engine,0.01
N00725,IAMPolicy,strict,enabled,0.33,True,manual,0.47
N00726,WAF,moderate,disabled,0.133,False,manual,0.39
N00726,Hardening,legacy,disabled,0.319,True,inherited,0.47
N00726,Logging,baseline,partial,0.196,False,policy_engine,0.18
N00727,EDR,baseline,enabled,0.169,False,inherited,0.57
N00727,Firewall,legacy,partial,0.129,False,manual,0.53
N00728,Hardening,strict,partial,0.174,False,inherited,0.48
N00728,NetworkIsolation,legacy,disabled,0.117,False,manual,0.48
N00728,Firewall,baseline,enabled,0.113,False,policy_engine,0.36
N00729,IAMPolicy,moderate,disabled,0.066,False,inherited,0.05
N00729,IAMPolicy,moderate,partial,0.047,False,policy_engine,0.31
N00729,Logging,strict,disabled,0.348,True,manual,0.72
N00730,NetworkIsolation,moderate,partial,0.045,False,auto,0.78
N00730,WAF,moderate,disabled,0.161,False,policy_engine,0.19
N00731,EDR,strict,partial,0.129,False,auto,0.11
N00731,EDR,moderate,partial,0.121,False,inherited,0.42
N00731,Firewall,moderate,partial,0.05,False,inherited,0.81
N00732,IAMPolicy,baseline,disabled,0.249,False,policy_engine,0.14
N00732,NetworkIsolation,strict,partial,0.261,True,manual,0.97
N00733,WAF,baseline,enabled,0.158,False,policy_engine,0.57
N00733,CloudPolicy,moderate,partial,0.326,True,policy_engine,0.41
N00734,WAF,moderate,enabled,0.325,True,inherited,0.64
N00734,EDR,baseline,disabled,0.254,True,inherited,0.61
N00734,EDR,moderate,disabled,0.159,False,auto,0.09
N00735,WAF,legacy,enabled,0.135,False,inherited,0.56
N00735,NetworkIsolation,legacy,partial,0.339,True,auto,0.02
N00736,WAF,strict,disabled,0.193,False,manual,0.17
N00736,WAF,moderate,partial,0.217,False,auto,0.52
N00736,IAMPolicy,baseline,enabled,0.289,True,auto,0.95
N00737,EDR,strict,enabled,0.325,True,auto,0.5
N00737,EDR,strict,partial,0.1,False,inherited,0.99
N00737,CloudPolicy,baseline,enabled,0.204,False,manual,0.51
N00738,CloudPolicy,legacy,enabled,0.178,False,auto,0.16
N00739,Logging,strict,disabled,0.277,True,manual,0.77
N00740,CloudPolicy,legacy,enabled,0.079,False,auto,0.73
N00740,WAF,strict,partial,0.125,False,policy_engine,0.56
N00741,CloudPolicy,strict,disabled,0.317,True,policy_engine,0.44
N00742,Firewall,baseline,enabled,0.029,False,inherited,0.56
N00742,Firewall,legacy,partial,0.2,False,policy_engine,0.42
N00742,WAF,baseline,disabled,0.2,False,manual,0.82
N00743,Hardening,strict,partial,0.107,False,manual,0.79
N00743,NetworkIsolation,strict,partial,0.335,True,auto,0.17
N00743,NetworkIsolation,strict,partial,0.301,True,auto,0.13
N00744,NetworkIsolation,legacy,partial,0.147,False,auto,0.71
N00744,Logging,legacy,enabled,0.192,False,auto,0.07
N00744,WAF,baseline,partial,0.218,False,manual,0.47
N00745,CloudPolicy,baseline,enabled,0.21,False,manual,0.0
N00745,CloudPolicy,moderate,partial,0.293,True,manual,0.42
N00746,Logging,moderate,partial,0.331,True,manual,0.16
N00746,Hardening,moderate,enabled,0.166,False,policy_engine,0.38
N00746,EDR,strict,partial,0.142,False,manual,0.48
N00747,Firewall,baseline,disabled,0.165,False,inherited,0.56
N00747,EDR,moderate,enabled,0.129,False,policy_engine,0.59
N00748,NetworkIsolation,legacy,enabled,0.169,False,manual,0.97
N00748,Logging,legacy,enabled,0.192,False,inherited,0.22
N00749,IAMPolicy,strict,partial,0.296,True,policy_engine,0.31
N00750,Hardening,moderate,enabled,0.218,False,auto,0.05
N00750,Firewall,baseline,disabled,0.2,False,auto,0.07
N00750,IAMPolicy,moderate,partial,0.128,False,auto,0.26
N00751,IAMPolicy,moderate,disabled,0.3,True,manual,0.03
N00751,Firewall,baseline,disabled,0.05,False,inherited,0.91
N00751,NetworkIsolation,strict,partial,0.142,False,inherited,0.18
N00752,NetworkIsolation,moderate,partial,0.256,True,policy_engine,0.26
N00753,EDR,strict,disabled,0.113,False,auto,0.85
N00753,EDR,moderate,disabled,0.129,False,policy_engine,0.97
N00753,CloudPolicy,legacy,disabled,0.003,False,manual,0.41
N00754,CloudPolicy,legacy,enabled,0.092,False,manual,0.78
N00754,Firewall,moderate,disabled,0.191,False,inherited,0.29
N00754,Hardening,strict,enabled,0.183,False,manual,0.96
N00755,WAF,moderate,enabled,0.279,True,auto,0.45
N00755,CloudPolicy,strict,disabled,0.108,False,policy_engine,0.49
N00756,WAF,legacy,disabled,0.265,True,auto,0.2
N00756,Hardening,baseline,disabled,0.045,False,policy_engine,0.75
N00756,CloudPolicy,legacy,partial,0.188,False,auto,0.12
N00757,IAMPolicy,moderate,partial,0.299,True,auto,0.2
N00758,Logging,baseline,disabled,0.244,False,inherited,0.26
N00758,EDR,moderate,disabled,0.147,False,inherited,0.67
N00758,Hardening,legacy,enabled,0.101,False,manual,0.56
N00759,Hardening,moderate,disabled,0.149,False,auto,0.54
N00759,CloudPolicy,baseline,enabled,0.167,False,policy_engine,0.29
N00759,WAF,moderate,partial,0.252,True,auto,0.8
N00760,WAF,baseline,partial,0.209,False,inherited,0.68
N00760,IAMPolicy,legacy,partial,0.31,True,inherited,0.4
N00761,Logging,strict,enabled,0.256,True,auto,0.4
N00761,Hardening,baseline,enabled,0.288,True,policy_engine,0.08
N00762,Firewall,legacy,enabled,0.09,False,inherited,0.53
N00762,EDR,moderate,partial,0.092,False,manual,0.48
N00763,Logging,moderate,disabled,0.268,True,auto,0.5
N00763,Logging,moderate,enabled,0.043,False,auto,0.08
N00764,IAMPolicy,moderate,enabled,0.222,False,auto,0.25
N00764,WAF,legacy,enabled,0.079,False,auto,0.29
N00764,CloudPolicy,moderate,enabled,0.052,False,auto,0.05
N00765,EDR,strict,enabled,0.044,False,inherited,0.64
N00765,IAMPolicy,strict,disabled,0.116,False,policy_engine,0.06
N00766,NetworkIsolation,strict,enabled,0.06,False,auto,0.22
N00767,EDR,baseline,partial,0.126,False,manual,0.44
N00767,Firewall,legacy,disabled,0.161,False,manual,0.39
N00767,Hardening,strict,partial,0.085,False,policy_engine,0.56
N00768,Hardening,baseline,partial,0.061,False,auto,0.57
N00769,Hardening,strict,partial,0.169,False,policy_engine,0.46
N00769,EDR,moderate,disabled,0.22,False,policy_engine,0.65
N00770,IAMPolicy,moderate,partial,0.032,False,inherited,0.06
N00771,NetworkIsolation,legacy,disabled,0.237,False,inherited,0.62
N00771,WAF,moderate,partial,0.229,False,manual,0.48
N00771,NetworkIsolation,legacy,enabled,0.223,False,auto,0.69
N00772,WAF,legacy,partial,0.231,False,policy_engine,0.12
N00772,WAF,legacy,disabled,0.051,False,manual,0.42
N00773,EDR,strict,enabled,0.007,False,manual,0.98
N00774,CloudPolicy,strict,enabled,0.042,False,auto,0.21
N00775,NetworkIsolation,legacy,disabled,0.078,False,manual,0.37
N00775,CloudPolicy,moderate,partial,0.134,False,auto,0.85
N00776,CloudPolicy,baseline,partial,0.154,False,manual,0.11
N00776,Hardening,legacy,partial,0.123,False,manual,0.07
N00777,Hardening,strict,disabled,0.028,False,policy_engine,0.42
N00777,CloudPolicy,strict,disabled,0.084,False,manual,0.75
N00778,CloudPolicy,legacy,disabled,0.264,True,manual,0.85
N00779,Hardening,strict,enabled,0.115,False,auto,0.99
N00779,CloudPolicy,legacy,disabled,0.07,False,auto,0.39
N00780,IAMPolicy,baseline,disabled,0.182,False,manual,0.05
N00781,IAMPolicy,strict,enabled,0.121,False,manual,0.06
N00781,CloudPolicy,moderate,enabled,0.136,False,manual,0.32
N00782,Firewall,legacy,enabled,0.109,False,policy_engine,0.07
N00782,IAMPolicy,moderate,partial,0.273,True,policy_engine,0.65
N00782,EDR,baseline,disabled,0.107,False,policy_engine,0.4
N00783,CloudPolicy,strict,disabled,0.343,True,inherited,0.21
N00783,CloudPolicy,baseline,disabled,0.149,False,inherited,0.78
N00783,NetworkIsolation,moderate,disabled,0.236,False,inherited,1.0
N00784,Firewall,strict,enabled,0.256,True,policy_engine,0.15
N00784,Hardening,baseline,disabled,0.077,False,inherited,0.17
N00785,EDR,legacy,disabled,0.004,False,policy_engine,0.61
N00785,CloudPolicy,baseline,enabled,0.235,False,policy_engine,0.24
N00786,IAMPolicy,strict,partial,0.277,True,policy_engine,0.86
N00786,Hardening,legacy,disabled,0.329,True,inherited,0.38
N00787,Firewall,strict,disabled,0.231,False,policy_engine,0.12
N00788,Logging,moderate,enabled,0.128,False,inherited,0.2
N00788,NetworkIsolation,strict,enabled,0.295,True,auto,0.65
N00789,Logging,moderate,enabled,0.136,False,auto,0.61
N00790,Logging,strict,enabled,0.034,False,policy_engine,0.76
N00790,Logging,strict,partial,0.198,False,policy_engine,0.38
N00790,NetworkIsolation,moderate,partial,0.169,False,inherited,0.13
N00791,Firewall,strict,enabled,0.103,False,auto,0.14
N00791,CloudPolicy,moderate,enabled,0.183,False,inherited,0.61
N00792,WAF,legacy,disabled,0.115,False,auto,0.99
N00792,Hardening,moderate,enabled,0.245,False,policy_engine,0.97
N00793,NetworkIsolation,baseline,disabled,0.305,True,manual,0.5
N00793,CloudPolicy,legacy,partial,0.119,False,policy_engine,0.41
N00793,IAMPolicy,legacy,partial,0.072,False,auto,0.8
N00794,EDR,moderate,partial,0.122,False,policy_engine,0.56
N00794,NetworkIsolation,legacy,enabled,0.207,False,inherited,0.51
N00794,Hardening,strict,disabled,0.278,True,manual,0.97
N00795,CloudPolicy,strict,partial,0.194,False,policy_engine,0.01
N00795,EDR,strict,enabled,0.268,True,manual,0.54
N00795,CloudPolicy,baseline,enabled,0.114,False,manual,0.81
N00796,CloudPolicy,moderate,enabled,0.046,False,auto,0.0
N00796,EDR,strict,disabled,0.187,False,manual,0.51
N00797,Logging,baseline,enabled,0.007,False,manual,0.54
N00797,IAMPolicy,baseline,enabled,0.215,False,auto,0.6
N00798,CloudPolicy,baseline,disabled,0.255,True,manual,0.69
N00799,Logging,baseline,enabled,0.218,False,auto,0.48
N00800,NetworkIsolation,legacy,partial,0.331,True,auto,0.41
N00800,IAMPolicy,legacy,enabled,0.1,False,inherited,0.19
N00800,Firewall,baseline,partial,0.055,False,policy_engine,0.99
N00801,EDR,baseline,enabled,0.29,True,manual,0.72
N00801,Logging,legacy,disabled,0.017,False,policy_engine,0.89
N00802,Logging,baseline,enabled,0.044,False,manual,0.24
N00802,Logging,strict,enabled,0.04,False,inherited,0.95
N00803,CloudPolicy,moderate,partial,0.253,True,auto,0.95
N00804,Hardening,baseline,partial,0.262,True,policy_engine,0.89
N00804,Logging,strict,disabled,0.091,False,manual,0.66
N00804,Logging,strict,partial,0.317,True,auto,0.04
N00805,Firewall,baseline,partial,0.193,False,policy_engine,0.72
N00805,WAF,baseline,disabled,0.182,False,policy_engine,0.49
N00806,IAMPolicy,legacy,disabled,0.079,False,manual,0.36
N00806,CloudPolicy,strict,partial,0.044,False,inherited,0.13
N00807,IAMPolicy,moderate,enabled,0.126,False,inherited,0.86
N00808,NetworkIsolation,strict,disabled,0.295,True,manual,0.69
N00809,CloudPolicy,strict,partial,0.25,False,manual,0.69
N00810,CloudPolicy,strict,partial,0.083,False,auto,0.16
N00810,WAF,moderate,partial,0.211,False,manual,0.89
N00811,NetworkIsolation,legacy,enabled,0.111,False,inherited,0.83
N00811,Logging,strict,disabled,0.191,False,auto,1.0
N00812,EDR,strict,enabled,0.108,False,manual,0.78
N00813,EDR,strict,enabled,0.052,False,policy_engine,0.99
N00813,IAMPolicy,legacy,partial,0.268,True,auto,0.75
N00814,Hardening,legacy,disabled,0.298,True,policy_engine,0.16
N00814,Firewall,moderate,enabled,0.265,True,auto,0.1
N00815,WAF,legacy,enabled,0.329,True,auto,0.87
N00815,EDR,strict,partial,0.057,False,auto,0.69
N00815,Firewall,strict,disabled,0.187,False,inherited,0.4
N00816,IAMPolicy,legacy,partial,0.079,False,policy_engine,0.41
N00817,EDR,strict,partial,0.264,True,inherited,0.33
N00817,Firewall,legacy,enabled,0.324,True,inherited,0.52
N00818,WAF,moderate,partial,0.325,True,manual,0.87
N00818,Firewall,baseline,enabled,0.157,False,manual,0.51
N00819,Logging,legacy,disabled,0.282,True,policy_engine,0.67
N00819,Hardening,moderate,enabled,0.136,False,inherited,0.0
N00820,IAMPolicy,moderate,enabled,0.064,False,manual,0.83
N00821,WAF,strict,disabled,0.335,True,manual,0.72
N00822,Logging,strict,disabled,0.224,False,inherited,0.4
N00823,EDR,moderate,enabled,0.007,False,manual,0.39
N00823,Hardening,legacy,disabled,0.034,False,inherited,0.02
N00824,Logging,baseline,partial,0.289,True,inherited,0.09
N00824,Hardening,legacy,partial,0.183,False,auto,0.98
N00824,NetworkIsolation,moderate,enabled,0.205,False,inherited,0.38
N00825,Firewall,moderate,disabled,0.212,False,manual,0.64
N00826,Firewall,moderate,enabled,0.05,False,policy_engine,0.19
N00826,EDR,strict,partial,0.035,False,manual,0.45
N00827,EDR,baseline,partial,0.269,True,policy_engine,0.46
N00827,NetworkIsolation,baseline,partial,0.197,False,auto,1.0
N00827,WAF,legacy,enabled,0.178,False,policy_engine,0.79
N00828,EDR,moderate,partial,0.158,False,inherited,0.71
N00828,IAMPolicy,legacy,disabled,0.282,True,manual,0.58
N00828,Firewall,legacy,enabled,0.175,False,inherited,0.67
N00829,CloudPolicy,moderate,enabled,0.03,False,manual,0.53
N00829,WAF,baseline,partial,0.111,False,manual,0.29
N00829,CloudPolicy,moderate,enabled,0.218,False,auto,0.61
N00830,EDR,legacy,disabled,0.326,True,manual,0.0
N00830,Hardening,legacy,partial,0.162,False,auto,0.91
N00830,WAF,legacy,partial,0.12,False,policy_engine,0.8
N00831,Logging,legacy,enabled,0.2,False,policy_engine,0.15
N00831,CloudPolicy,legacy,partial,0.094,False,policy_engine,0.49
N00832,Logging,baseline,disabled,0.307,True,auto,0.86
N00832,Logging,baseline,disabled,0.089,False,manual,0.5
N00833,Logging,baseline,partial,0.349,True,manual,0.99
N00833,IAMPolicy,legacy,enabled,0.223,False,manual,0.67
N00834,WAF,moderate,disabled,0.215,False,manual,0.23
N00834,IAMPolicy,legacy,enabled,0.032,False,inherited,0.46
N00835,EDR,legacy,disabled,0.014,False,inherited,0.76
N00835,Logging,moderate,enabled,0.191,False,inherited,0.61
N00835,NetworkIsolation,baseline,disabled,0.078,False,manual,0.92
N00836,Firewall,moderate,partial,0.203,False,inherited,0.29
N00837,Firewall,legacy,partial,0.143,False,auto,0.36
N00837,Hardening,moderate,partial,0.219,False,inherited,0.69
N00837,Logging,baseline,enabled,0.203,False,auto,0.14
N00838,Logging,legacy,disabled,0.057,False,policy_engine,0.33
N00838,WAF,moderate,enabled,0.111,False,policy_engine,0.62
N00839,NetworkIsolation,moderate,enabled,0.198,False,manual,0.29
N00839,EDR,moderate,disabled,0.194,False,manual,0.82
N00840,WAF,moderate,disabled,0.272,True,policy_engine,0.51
N00840,IAMPolicy,baseline,enabled,0.07,False,inherited,0.43
N00840,IAMPolicy,legacy,partial,0.231,False,auto,0.01
N00841,Logging,moderate,disabled,0.034,False,auto,0.19
N00841,Firewall,strict,partial,0.058,False,auto,0.81
N00841,IAMPolicy,strict,disabled,0.104,False,policy_engine,0.05
N00842,IAMPolicy,strict,disabled,0.247,False,auto,0.47
N00842,Hardening,legacy,partial,0.176,False,inherited,0.84
N00843,Hardening,baseline,disabled,0.162,False,manual,0.03
N00843,Logging,baseline,disabled,0.09,False,policy_engine,0.42
N00844,IAMPolicy,baseline,enabled,0.343,True,policy_engine,0.29
N00845,WAF,legacy,enabled,0.147,False,policy_engine,0.92
N00845,Hardening,baseline,partial,0.334,True,inherited,0.4
N00846,WAF,legacy,partial,0.032,False,manual,0.02
N00846,Hardening,legacy,disabled,0.167,False,auto,0.19
N00846,Logging,legacy,enabled,0.292,True,policy_engine,0.79
N00847,EDR,baseline,disabled,0.273,True,policy_engine,0.6
N00847,Firewall,strict,partial,0.106,False,inherited,0.29
N00848,CloudPolicy,baseline,disabled,0.032,False,manual,0.98
N00849,NetworkIsolation,baseline,enabled,0.249,False,manual,0.11
N00849,WAF,legacy,disabled,0.341,True,inherited,0.42
N00850,Firewall,strict,enabled,0.239,False,policy_engine,0.73
N00850,Logging,moderate,disabled,0.039,False,inherited,0.27
N00851,WAF,strict,disabled,0.038,False,inherited,0.49
N00852,Hardening,moderate,disabled,0.179,False,inherited,0.54
N00852,Firewall,moderate,disabled,0.327,True,inherited,0.17
N00852,Logging,legacy,disabled,0.088,False,policy_engine,0.72
N00853,Hardening,baseline,disabled,0.145,False,manual,1.0
N00853,IAMPolicy,baseline,enabled,0.113,False,auto,0.82
N00853,EDR,strict,enabled,0.326,True,manual,0.17
N00854,CloudPolicy,moderate,disabled,0.044,False,manual,0.01
N00854,EDR,moderate,enabled,0.012,False,inherited,0.34
N00855,CloudPolicy,legacy,partial,0.055,False,inherited,0.69
N00855,Logging,baseline,partial,0.262,True,manual,0.05
N00855,NetworkIsolation,legacy,enabled,0.189,False,policy_engine,0.05
N00856,WAF,strict,disabled,0.191,False,inherited,0.11
N00856,Hardening,baseline,enabled,0.104,False,policy_engine,0.75
N00856,Hardening,strict,disabled,0.12,False,policy_engine,0.85
N00857,NetworkIsolation,legacy,disabled,0.333,True,manual,0.22
N00857,NetworkIsolation,baseline,enabled,0.035,False,inherited,0.97
N00858,CloudPolicy,moderate,disabled,0.067,False,manual,0.77
N00858,CloudPolicy,strict,enabled,0.125,False,auto,0.83
N00859,Hardening,baseline,disabled,0.161,False,policy_engine,0.54
N00859,WAF,moderate,disabled,0.174,False,manual,0.37
N00860,IAMPolicy,legacy,partial,0.027,False,inherited,0.33
N00860,IAMPolicy,moderate,partial,0.192,False,manual,0.68
N00861,CloudPolicy,strict,disabled,0.322,True,auto,0.26
N00862,IAMPolicy,strict,enabled,0.053,False,inherited,0.66
N00863,Logging,legacy,disabled,0.087,False,policy_engine,0.22
N00864,Hardening,moderate,enabled,0.122,False,policy_engine,0.31
N00864,WAF,baseline,partial,0.034,False,auto,0.36
N00865,Firewall,baseline,disabled,0.164,False,auto,0.2
N00866,WAF,moderate,enabled,0.092,False,inherited,0.79
N00866,Logging,baseline,partial,0.169,False,auto,0.57
N00867,Logging,legacy,enabled,0.258,True,auto,0.03
N00867,WAF,strict,enabled,0.187,False,inherited,0.79
N00868,WAF,legacy,enabled,0.04,False,inherited,0.75
N00868,Logging,legacy,disabled,0.181,False,auto,0.82
N00869,CloudPolicy,legacy,partial,0.172,False,policy_engine,0.24
N00869,NetworkIsolation,baseline,disabled,0.238,False,manual,0.8
N00870,EDR,baseline,disabled,0.033,False,auto,0.0
N00871,CloudPolicy,strict,disabled,0.184,False,manual,0.95
N00871,IAMPolicy,moderate,partial,0.222,False,policy_engine,0.2
N00871,NetworkIsolation,legacy,disabled,0.318,True,auto,0.34
N00872,Firewall,legacy,enabled,0.016,False,policy_engine,0.61
N00873,Hardening,baseline,disabled,0.194,False,policy_engine,0.57
N00873,IAMPolicy,strict,enabled,0.088,False,inherited,0.12
N00873,CloudPolicy,legacy,disabled,0.258,True,manual,0.93
N00874,WAF,baseline,partial,0.031,False,manual,0.59
N00875,Logging,baseline,enabled,0.067,False,policy_engine,0.3
N00875,NetworkIsolation,strict,partial,0.095,False,policy_engine,0.21
